stop_canonical,all_records,violations,exemptions,technical_rejections,dmv_rejections,exempt_reject_total,violation_share,exempt_reject_rate,exemption_rate,technical_reject_rate,dmv_reject_rate,longitude,latitude
ADAM C POWELL BLVD / W 116 ST,2229,1362,290,298,279,867,0.0017797012140384713,0.38896366083445494,0.1301031852848811,0.13369223867205024,0.12516823687752354,-73.951168,40.802611
3 AV / E 50 ST,2574,1358,766,235,215,1216,0.0017744744850691954,0.47241647241647244,0.2975912975912976,0.0912975912975913,0.08352758352758352,-73.9704275,40.756211
2 AV / E 50 ST,3752,1308,1715,413,316,2444,0.0017091403729532456,0.6513859275053305,0.457089552238806,0.11007462686567164,0.08422174840085288,-73.970785,40.7517835
AV A / EAST HOUSTON ST,2509,1305,631,426,147,1204,0.0017052203262262885,0.47987245914707055,0.251494619370267,0.1697887604623356,0.05858907931446791,-73.986983,40.720944
1 AV / E 34 ST,4796,1268,2695,307,526,3528,0.0016568730832604859,0.7356130108423686,0.5619266055045872,0.0640116763969975,0.10967472894078399,-73.9721125,40.745721
2 AV / E 106 ST,2424,1217,866,135,206,1207,0.001590232288902217,0.49793729372937295,0.3572607260726073,0.055693069306930694,0.08498349834983498,-73.9448375,40.7874555
AMSTERDAM AV / W 185 ST,1960,1202,245,279,234,758,0.001570632055267432,0.386734693877551,0.125,0.14234693877551022,0.11938775510204082,-73.9297,40.849835
E 95 ST / MADISON AV,2414,1189,734,375,116,1225,0.0015536451861172852,0.5074565037282519,0.304059652029826,0.15534382767191385,0.048053024026512015,-73.95251852733563,40.789412968807504
3 AV / E 104 ST,2317,1165,728,258,166,1152,0.0015222848123016292,0.49719464825205006,0.31419939577039274,0.11135088476478204,0.07164436771687527,-73.945158,40.790908
BENNETT AV / BROADWAY,2289,1134,691,310,154,1155,0.0014817776627897405,0.5045871559633027,0.3018785495849716,0.13543031891655744,0.0672782874617737,-73.931858,40.858244
MALCOLM X BLVD / W 116 ST,1877,1130,310,228,209,747,0.0014765509338204644,0.3979754928076718,0.16515716568993075,0.12147043153969099,0.11134789557805008,-73.950682,40.802466
7 AV / W 23 ST,1986,1127,541,204,114,859,0.0014726308870935075,0.432527693856999,0.27240684793554887,0.1027190332326284,0.05740181268882175,-73.996269,40.7443975
3 AV / E 21 ST,3175,1109,1579,293,194,2066,0.0014491106067317655,0.6507086614173229,0.4973228346456693,0.09228346456692914,0.06110236220472441,-73.984041,40.737286
AV A / E 5 ST,2156,1079,540,364,173,1077,0.0014099101394621958,0.4995361781076067,0.2504638218923933,0.16883116883116883,0.08024118738404452,-73.985206,40.7242415
ASTOR PL / COOPER SQ EAST,2041,1071,541,279,150,970,0.0013994566815236438,0.47525722684958355,0.26506614404703577,0.13669769720725133,0.07349338559529642,-73.989383,40.730154
AMSTERDAM AV / W 147 ST,1788,1054,323,250,161,734,0.0013772430834042208,0.4105145413870246,0.18064876957494408,0.13982102908277405,0.09004474272930649,-73.946055,40.827324
AMSTERDAM AV / W 79 ST,2354,1052,927,195,180,1302,0.0013746297189195828,0.5531011045029737,0.39379779099405265,0.08283772302463892,0.07646559048428207,-73.978012,40.78356
E 14 ST / IRVING PL,3335,1051,1858,298,128,2284,0.001373323036677264,0.6848575712143928,0.5571214392803598,0.08935532233883059,0.038380809595202396,-73.99177,40.735246
3 AV / E 102 ST,2401,1039,918,253,191,1362,0.0013576428497694359,0.5672636401499376,0.3823406913785923,0.10537276134943774,0.07955018742190754,-73.946299,40.789261
AMSTERDAM AV / W 190 ST,2166,1028,563,182,393,1138,0.001343269345103927,0.5253924284395198,0.25992613111726687,0.0840258541089566,0.1814404432132964,-73.927507,40.852783
3 AV / E 121 ST,2442,1013,926,274,229,1429,0.001323669111469142,0.5851760851760852,0.37919737919737917,0.1122031122031122,0.09377559377559377,-73.937038,40.802004
5 AV / CENTRAL PARK NORTH,2260,999,309,783,169,1261,0.0013053755600766761,0.5579646017699115,0.13672566371681416,0.34646017699115045,0.0747787610619469,-73.95004477661602,40.79727450363417
5 AV / E 102 ST,1581,996,201,314,70,585,0.001301455513349719,0.3700189753320683,0.127134724857685,0.19860847564832385,0.044275774826059454,-73.95390334822218,40.790557190811754
ALLEN ST / EAST HOUSTON ST,1533,982,375,99,77,551,0.0012831619619572531,0.3594259621656882,0.2446183953033268,0.06457925636007827,0.0502283105022831,-73.990696,40.718831
E 98 ST / MADISON AV,1985,979,504,405,97,1006,0.0012792419152302963,0.506801007556675,0.253904282115869,0.2040302267002519,0.048866498740554154,-73.9520222514613,40.79005189516655
E 100 ST / LEXINGTON AV,2617,966,1175,325,151,1651,0.0012622550460801493,0.630875047764616,0.4489873901413833,0.1241880015284677,0.057699656094764996,-73.950047,40.787049
BROADWAY / W 86 ST,1721,961,561,124,75,760,0.0012557216348685542,0.44160371876815807,0.32597327135386406,0.07205113306217316,0.04357931435212086,-73.975812,40.788028
5 AV / E 34 ST,3403,956,1739,132,576,2447,0.0012491882236569593,0.7190714075815456,0.5110196885101381,0.03878930355568616,0.1692624155157214,-73.982549,40.747567
E 122 ST / LEXINGTON AV,1945,948,662,203,132,997,0.0012387347657184073,0.5125964010282776,0.3403598971722365,0.10437017994858612,0.067866323907455,-73.940385,40.800341
1 AV / E 23 ST,2966,944,1360,180,482,2022,0.0012335080367491314,0.681726230613621,0.45853000674308836,0.060687795010114634,0.16250842886041808,-73.978815,40.7370625
E 79 ST / YORK AV,2382,929,1173,171,109,1453,0.0012139078031143465,0.6099916036943744,0.4924433249370277,0.07178841309823678,0.04575986565910999,-73.950912,40.771739
AMSTERDAM AV / W 171 ST,11739,926,10490,214,109,10813,0.0012099877563873894,0.9211176420478746,0.8936025215094983,0.018229832183320555,0.009285288355055796,-73.935023,40.842464
COLUMBUS AV / W 81 ST,2149,925,1044,87,93,1224,0.0012086810741450704,0.5695672405770126,0.48580735225686367,0.04048394602140531,0.043275942298743604,-73.9734,40.782723
E 42 ST / PARK AV,2268,909,979,244,136,1359,0.0011877741582679666,0.5992063492063492,0.431657848324515,0.10758377425044091,0.059964726631393295,-73.97700837600276,40.751818331387895
3 AV / E 125 ST,2536,881,1285,236,134,1655,0.0011511870554830347,0.652602523659306,0.5067034700315457,0.09305993690851735,0.0528391167192429,-73.9368645,40.804033
3 AV / E 11 ST,1782,880,468,292,142,902,0.0011498803732407157,0.5061728395061729,0.26262626262626265,0.1638608305274972,0.07968574635241302,-73.987753,40.731809999999996
5 AV / W 42 ST,2096,845,755,371,125,1251,0.001104146494759551,0.5968511450381679,0.36020992366412213,0.17700381679389313,0.059637404580152674,-73.98153892341165,40.75307957477318
CLINTON ST / GRAND ST,1496,840,474,117,65,656,0.001097613083547956,0.4385026737967914,0.31684491978609625,0.07820855614973261,0.04344919786096257,-73.9860165,40.7157435
10 AV / W 214 ST,1352,839,237,159,117,513,0.001096306401305637,0.37943786982248523,0.1752958579881657,0.11760355029585799,0.08653846153846154,-73.91648649999999,40.8678865
SAINT NICHOLAS AV / W 163 ST,2275,824,1157,124,170,1451,0.001076706167670852,0.6378021978021978,0.5085714285714286,0.05450549450549451,0.07472527472527472,-73.939905,40.83901
10 AV / W 215 ST,1385,821,244,116,204,564,0.001072786120943895,0.4072202166064982,0.17617328519855596,0.08375451263537906,0.1472924187725632,-73.913897,40.871256
179 ST / BROADWAY,1453,819,359,171,104,634,0.001070172756459257,0.4363386097728837,0.24707501720578115,0.11768754301445286,0.07157604955264969,-73.936275,40.849626
BROADWAY / W 147 ST,1540,813,153,454,120,727,0.001062332663005343,0.4720779220779221,0.09935064935064936,0.2948051948051948,0.07792207792207792,-73.95032199436442,40.826872481785536
E 50 ST / LEXINGTON AV,1659,804,567,196,92,855,0.0010505725228244721,0.515370705244123,0.34177215189873417,0.11814345991561181,0.055455093429776975,-73.975091,40.752735
E 85 ST / LEXINGTON AV,1751,794,400,332,225,957,0.001037505700401282,0.5465448315248429,0.2284408909194746,0.1896059394631639,0.12849800114220444,-73.956272,40.778422
BROADWAY / TIEMANN PL,1945,793,349,524,279,1152,0.001036199018158963,0.5922879177377892,0.1794344473007712,0.26940874035989715,0.14344473007712083,-73.9587797611575,40.81501682371041
E 72 ST / MADISON AV,1614,786,286,425,117,828,0.00102705224246273,0.5130111524163569,0.1771995043370508,0.26332094175960347,0.0724907063197026,-73.96418051390803,40.773396948073106
BROADWAY / W 179 ST,1471,784,421,150,116,687,0.0010244388779780923,0.46702923181509176,0.28619986403806935,0.10197144799456152,0.07885791978246091,-73.936788,40.849177
2 AV / E 56 ST,1856,783,615,242,216,1073,0.0010231321957357732,0.578125,0.33135775862068967,0.13038793103448276,0.11637931034482758,-73.966835,40.757276
AMSTERDAM AV / W 176 ST,1417,782,204,208,223,635,0.0010218255134934542,0.4481298517995766,0.14396612561750177,0.14678899082568808,0.15737473535638674,-73.932641,40.845717
10 AV / W 23 ST,2051,778,1003,203,67,1273,0.0010165987845241781,0.620672842515846,0.48902974158946855,0.09897610921501707,0.03266699171136031,-74.004469,40.74787
2 AV / E 116 ST,1293,769,251,160,113,524,0.0010048386443433073,0.4052590873936582,0.19412219644238204,0.12374323279195669,0.08739365815931942,-73.937379,40.796897
7 AV / W 42 ST,3691,757,2351,300,283,2934,0.0009891584574354792,0.7949065293958277,0.6369547548089949,0.0812787862367922,0.07667298835004063,-73.98813624196067,40.75660858293471
3 AV / E 69 ST,1611,753,259,504,95,858,0.0009839317284662033,0.5325884543761639,0.16076970825574177,0.3128491620111732,0.058969584109248914,-73.961514,40.768524
E 42 ST / LEXINGTON AV,1905,752,825,178,150,1153,0.0009826250462238843,0.605249343832021,0.4330708661417323,0.09343832020997375,0.07874015748031496,-73.97684,40.750456
E 79 ST / EAST END AV,1372,751,496,76,49,621,0.0009813183639815653,0.45262390670553937,0.36151603498542273,0.05539358600583091,0.03571428571428571,-73.9497105,40.771102
3 AV / E 118 ST,1324,746,309,138,131,578,0.0009747849527699704,0.43655589123867067,0.23338368580060423,0.1042296072507553,0.09894259818731117,-73.93854999999999,40.799440000000004
E 110 ST / LEXINGTON AV,1516,742,431,194,149,774,0.0009695582238006944,0.5105540897097626,0.2843007915567282,0.1279683377308707,0.09828496042216359,-73.9449485,40.7939825
ESSEX ST / GRAND ST,1824,732,900,106,86,1092,0.0009564914013775044,0.5986842105263158,0.4934210526315789,0.0581140350877193,0.047149122807017545,-73.98801,40.716414
2 AV / E 34 ST,1432,725,367,240,100,707,0.0009473446256812715,0.4937150837988827,0.2562849162011173,0.16759776536312848,0.06983240223463687,-73.9773185,40.7431705
SAINT NICHOLAS AV / W 116 ST,1234,716,166,184,168,518,0.0009355844855004005,0.419773095623987,0.13452188006482982,0.14910858995137763,0.13614262560777957,-73.9539225,40.803829
3 AV / E 112 ST,2074,713,1013,233,115,1361,0.0009316644387734435,0.6562198649951784,0.4884281581485053,0.11234329797492767,0.05544840887174542,-73.9415255,40.795665
BROADWAY / LA SALLE ST,2032,711,597,456,268,1321,0.0009290510742888055,0.6500984251968503,0.2937992125984252,0.22440944881889763,0.13188976377952755,-73.95925743462541,40.81413734621507
6 AV / W 14 ST,1936,709,823,248,156,1227,0.0009264377098041675,0.6337809917355371,0.42510330578512395,0.128099173553719,0.08057851239669421,-73.9962415,40.737083
BROADWAY / W 220 ST,1460,700,614,84,62,760,0.0009146775696232966,0.5205479452054794,0.42054794520547945,0.057534246575342465,0.04246575342465753,-73.911981,40.8710095
BROADWAY / W 145 ST,1548,698,370,355,125,850,0.0009120642051386586,0.5490956072351422,0.23901808785529716,0.229328165374677,0.08074935400516796,-73.95073594856899,40.82623362543217
3 AV / E 82 ST,1423,684,327,283,129,739,0.0008937706537461927,0.5193253689388616,0.2297962052002811,0.1988756148981026,0.09065354884047787,-73.955087,40.777157
E 34 ST / PARK AV,1529,682,602,93,152,847,0.0008911572892615547,0.5539568345323741,0.39372138652714195,0.060824068018312624,0.09941137998691955,-73.981801,40.747258
3 AV / E 26 ST,1548,681,556,200,111,867,0.0008898506070192356,0.560077519379845,0.35917312661498707,0.12919896640826872,0.07170542635658915,-73.9809655,40.741623
BROADWAY / W 42 ST,1506,675,521,256,54,831,0.0008820105135653217,0.5517928286852589,0.3459495351925631,0.1699867197875166,0.035856573705179286,-73.9856225345074,40.75541608116439
FREDERICK DOUGLASS BLVD / W 116 ST,1500,673,411,219,197,827,0.0008793971490806837,0.5513333333333333,0.274,0.146,0.13133333333333333,-73.9542335,40.803931500000004
E 23 ST / PARK AV SOUTH,1932,667,851,293,121,1265,0.0008715570556267697,0.6547619047619048,0.44047619047619047,0.15165631469979296,0.06262939958592133,-73.985826,40.74062939788233
E 94 ST / LEXINGTON AV,1385,659,358,253,115,726,0.0008611035976882178,0.524187725631769,0.2584837545126354,0.18267148014440432,0.08303249097472924,-73.952847,40.783273
SAINT NICHOLAS AV / W 124 ST,1334,658,275,184,217,676,0.0008597969154458988,0.5067466266866567,0.20614692653673164,0.13793103448275862,0.16266866566716642,-73.952928,40.810455
SAINT NICHOLAS AV / W 164 ST,1216,650,312,145,109,566,0.0008493434575073468,0.4654605263157895,0.2565789473684211,0.11924342105263158,0.08963815789473684,-73.940101,40.837304
3 AV / E 91 ST,1624,649,507,277,191,975,0.0008480367752650278,0.6003694581280788,0.312192118226601,0.1705665024630542,0.11761083743842364,-73.950942,40.782919
3 AV / E 75 ST,1211,648,271,148,144,563,0.0008467300930227089,0.4649050371593724,0.22378199834847234,0.1222130470685384,0.11890999174236168,-73.958903,40.771892
E 77 ST / LEXINGTON AV,1632,646,523,367,96,986,0.0008441167285380708,0.6041666666666666,0.32046568627450983,0.22487745098039216,0.058823529411764705,-73.96043,40.7727835
FORT WASHINGTON AV / W 164 ST,1138,642,171,260,65,496,0.0008388899995687948,0.4358523725834798,0.15026362038664323,0.22847100175746923,0.05711775043936731,-73.9441209097328,40.83767848395834
AV A / E 11 ST,1328,635,411,186,96,693,0.0008297432238725618,0.5218373493975904,0.30948795180722893,0.14006024096385541,0.07228915662650602,-73.9829,40.728308
E 28 ST / LEXINGTON AV,1114,631,225,194,64,483,0.000824516494903286,0.43357271095152605,0.20197486535008977,0.1741472172351885,0.05745062836624776,-73.982685,40.742359
8 AV / W 14 ST,1494,630,558,185,121,864,0.0008232098126609669,0.5783132530120482,0.37349397590361444,0.12382864792503347,0.08099062918340026,-74.0024025,40.7397075
E 58 ST / MADISON AV,1565,625,469,382,89,940,0.0008166764014493719,0.6006389776357828,0.29968051118210864,0.2440894568690096,0.05686900958466454,-73.97055492284026,40.76465492087926
11 AV / W 23 ST,1616,584,747,194,91,1032,0.0007631024295142932,0.6386138613861386,0.4622524752475248,0.12004950495049505,0.05631188118811881,-74.0063765,40.748605
BROADWAY / W 135 ST,1629,584,526,399,120,1045,0.0007631024295142932,0.6414978514426029,0.3228974831184776,0.24493554327808473,0.07366482504604052,-73.95477527433806,40.82032333005332
3 AV / E 109 ST,2372,582,1430,200,160,1790,0.0007604890650296552,0.7546374367622259,0.602866779089376,0.08431703204047218,0.06745362563237774,-73.941799,40.7951985
2 AV / E 126 ST,1931,571,1098,137,125,1360,0.0007461155603641462,0.7042982910409115,0.5686172967374418,0.0709476954945624,0.0647332988089073,-73.934835,40.80312
BROADWAY / W 196 ST,1598,569,471,129,429,1029,0.0007435021958795082,0.6439299123904881,0.29474342928660824,0.08072590738423029,0.26846057571964954,-73.9302045,40.861577499999996
FORT WASHINGTON AV / W 187 ST,1088,568,240,214,66,520,0.0007421955136371892,0.47794117647058826,0.22058823529411764,0.19669117647058823,0.06066176470588235,-73.93675548586367,40.85536357874342
7 AV / W 14 ST,1997,556,1185,160,96,1441,0.0007265153267293613,0.7215823735603405,0.5933900851276915,0.08012018027040561,0.04807210816224337,-73.997197,40.737512
9 AV / W 42 ST,1766,546,994,170,56,1220,0.0007134485043061714,0.6908267270668177,0.5628539071347678,0.09626274065685164,0.031710079275198186,-73.99127987395143,40.75779167942146
3 AV / E 65 ST,2252,545,1464,160,83,1707,0.0007121418220638523,0.7579928952042628,0.650088809946714,0.07104795737122557,0.03685612788632327,-73.962868,40.766574
E 88 ST / YORK AV,1494,532,773,78,111,962,0.0006951549529137054,0.643908969210174,0.5174029451137885,0.05220883534136546,0.07429718875502007,-73.945669,40.777957
E 119 ST / LEXINGTON AV,1255,530,511,144,70,725,0.0006925415884290674,0.5776892430278885,0.40717131474103585,0.1147410358565737,0.055776892430278883,-73.941758,40.798452
AV A / E 14 ST,1718,523,565,532,98,1195,0.0006833948127328344,0.6955762514551804,0.3288707799767171,0.309662398137369,0.0570430733410943,-73.981151,40.730583499999995
E 98 ST / LEXINGTON AV,1414,520,614,201,79,894,0.0006794747660058774,0.6322489391796322,0.43422913719943423,0.14214992927864215,0.05586987270155587,-73.95063,40.786029
CENTRAL PARK NORTH / MALCOLM X BLVD,898,519,114,211,54,379,0.0006781680837635584,0.4220489977728285,0.12694877505567928,0.23496659242761692,0.060133630289532294,-73.95269955619565,40.79839622627806
3 AV / E 63 ST,1107,516,299,170,122,591,0.0006742480370366014,0.5338753387533876,0.27009936766034326,0.15356820234869015,0.1102077687443541,-73.963747,40.764428
3 AV / E 47 ST,997,514,234,181,68,483,0.0006716346725519635,0.4844533600802407,0.23470411233701102,0.1815446339017051,0.06820461384152457,-73.97115,40.755189
E 116 ST / MADISON AV,1096,514,342,156,84,582,0.0006716346725519635,0.531021897810219,0.31204379562043794,0.14233576642335766,0.07664233576642336,-73.9440235,40.799631
E 104 ST / LEXINGTON AV,1205,513,473,163,56,692,0.0006703279903096445,0.5742738589211618,0.3925311203319502,0.13526970954356846,0.046473029045643155,-73.948191,40.78965
E 101 ST / MADISON AV,911,513,98,240,60,398,0.0006703279903096445,0.43688254665203075,0.10757409440175632,0.26344676180021953,0.06586169045005488,-73.95195783304509,40.790148256817886
5 AV / W 14 ST,1255,509,415,259,72,746,0.0006651012613403685,0.5944223107569722,0.33067729083665337,0.20637450199203186,0.05737051792828685,-73.99476900372558,40.735824910314285
FORT WASHINGTON AV / W 190 ST,1108,508,239,258,103,600,0.0006637945790980496,0.5415162454873647,0.2157039711191336,0.2328519855595668,0.09296028880866426,-73.93487049355218,40.85805198190738
E 45 ST / LEXINGTON AV,786,498,127,140,21,288,0.0006507277566748595,0.366412213740458,0.16157760814249364,0.178117048346056,0.026717557251908396,-73.97532799999999,40.7524385
AUDUBON AV / W 168 ST,1536,498,630,312,96,1038,0.0006507277566748595,0.67578125,0.41015625,0.203125,0.0625,-73.93892331538557,40.84068969145747
BROADWAY / E 23 ST,1289,491,542,174,82,798,0.0006415809809786266,0.6190845616757176,0.4204809930178433,0.13498836307214895,0.06361520558572537,-73.990009,40.741755
E 110 ST / MADISON AV,1056,489,77,418,72,567,0.0006389676164939886,0.5369318181818182,0.07291666666666667,0.3958333333333333,0.06818181818181818,-73.94998233277165,40.797255426907284
ADAM C POWELL BLVD / CENTRAL PARK NORTH,966,488,140,280,58,478,0.0006376609342516696,0.494824016563147,0.14492753623188406,0.2898550724637681,0.060041407867494824,-73.95488444632359,40.79922637288759
8 AV / BLEECKER ST,791,483,188,74,46,308,0.0006311275230400747,0.3893805309734513,0.23767383059418457,0.09355246523388117,0.05815423514538559,-74.003942,40.738301
3 AV / E 20 ST,995,477,335,126,57,518,0.0006232874295861606,0.5206030150753769,0.33668341708542715,0.12663316582914572,0.05728643216080402,-73.9849,40.736359
E 120 ST / PLEASANT AV,717,463,131,62,61,254,0.0006049938781936947,0.3542538354253835,0.18270571827057183,0.08647140864714087,0.08507670850767085,-73.932366,40.796223
3 AV / E 29 ST,923,461,211,177,74,462,0.0006023805137090568,0.5005417118093174,0.228602383531961,0.19176598049837487,0.08017334777898158,-73.979754,40.742823
3 AV / E 88 ST,1074,457,280,271,66,617,0.0005971537847397808,0.574487895716946,0.260707635009311,0.25232774674115455,0.061452513966480445,-73.952177,40.7813245
3 AV / E 93 ST,1110,456,388,173,93,654,0.0005958471024974617,0.5891891891891892,0.34954954954954953,0.15585585585585585,0.08378378378378379,-73.950158,40.783901
BROADWAY / RIVERSIDE DR,1215,454,568,114,79,761,0.0005932337380128238,0.6263374485596708,0.4674897119341564,0.09382716049382717,0.06502057613168724,-73.928353,40.864959
1 AV / E 91 ST,979,451,288,127,113,528,0.0005893136912858668,0.5393258426966292,0.2941777323799796,0.12972420837589377,0.11542390194075587,-73.946794,40.780296
E 74 ST / LEXINGTON AV,876,449,277,93,57,427,0.0005867003268012288,0.4874429223744292,0.3162100456621005,0.10616438356164383,0.06506849315068493,-73.9773635,40.747288
E 67 ST / MADISON AV,1010,445,232,259,74,565,0.0005814735978319528,0.5594059405940595,0.2297029702970297,0.25643564356435644,0.07326732673267326,-73.96592766426183,40.77119759144712
E 14 ST / UNIVERSITY PL,1454,438,823,128,65,1016,0.0005723268221357198,0.6987620357634112,0.5660247592847317,0.08803301237964237,0.04470426409903714,-73.989548,40.734298
E 70 ST / LEXINGTON AV,889,437,309,101,42,452,0.0005710201398934009,0.5084364454443194,0.34758155230596177,0.11361079865016872,0.047244094488188976,-73.964105,40.76785
9 AV / W 34 ST,1313,434,719,85,75,879,0.0005671000931664439,0.6694592536176694,0.5476009139375476,0.06473724295506474,0.05712109672505712,-73.994426,40.752578
FORT WASHINGTON AV / W 168 ST,1024,433,234,238,119,591,0.0005657934109241249,0.5771484375,0.228515625,0.232421875,0.1162109375,-73.94215441276673,40.84205248603443
5 AV / E 79 ST,1097,429,537,66,65,668,0.0005605666819548489,0.6089334548769371,0.48951686417502277,0.0601640838650866,0.059252506836827715,-73.962945,40.776292
6 AV / W 23 ST,961,428,319,158,56,533,0.0005592599997125299,0.554630593132154,0.331945889698231,0.16441207075962538,0.05827263267429761,-73.991879,40.742504
FORT WASHINGTON AV / W 165 ST,878,427,182,209,60,451,0.000557953317470211,0.5136674259681093,0.2072892938496583,0.23804100227790434,0.0683371298405467,-73.94360797822637,40.83894500386762
BROADWAY / W 34 ST,1889,427,1291,68,103,1462,0.000557953317470211,0.7739544732662784,0.683430386447856,0.035997882477501325,0.05452620434092112,-73.988361,40.75006
10 AV / W 42 ST,960,425,262,206,67,535,0.0005553399529855729,0.5572916666666666,0.27291666666666664,0.21458333333333332,0.06979166666666667,-73.99611107305822,40.759990187170956
E 31 ST / LEXINGTON AV,683,422,115,115,31,261,0.0005514199062586159,0.3821376281112738,0.1683748169838946,0.1683748169838946,0.04538799414348463,-73.98151,40.74361
E 102 ST / LEXINGTON AV,779,419,229,103,28,360,0.000547499859531659,0.4621309370988447,0.2939666238767651,0.13222079589216945,0.03594351732991014,-73.948782,40.788836
3 AV / E 45 ST,804,417,211,123,53,387,0.0005448864950470209,0.48134328358208955,0.26243781094527363,0.15298507462686567,0.06592039800995025,-73.971023,40.755227500000004
3 AV / E 31 ST,912,415,306,117,74,497,0.000542273130562383,0.5449561403508771,0.3355263157894737,0.12828947368421054,0.08114035087719298,-73.9788935,40.744489
5 AV / E 116 ST,787,414,230,81,62,373,0.0005409664483200639,0.47395171537484115,0.29224904701397714,0.10292249047013977,0.07878017789072427,-73.948353,40.801481
E 42 ST / MADISON AV,1509,407,833,181,88,1102,0.000531819672623831,0.730284956925116,0.5520212060967529,0.11994698475811796,0.0583167660702452,-73.97860894835382,40.75250264837905
GRAND ST / PITT ST,1150,405,630,68,47,745,0.000529206308139193,0.6478260869565218,0.5478260869565217,0.059130434782608696,0.0408695652173913,-73.986054,40.715754
BROADWAY / W 155 ST,1047,401,291,272,83,646,0.000523979579169917,0.6170009551098377,0.27793696275071633,0.2597898758357211,0.07927411652340019,-73.9449969444745,40.83369327784281
5 AV / W 23 ST,780,395,169,170,46,385,0.0005161394857160031,0.4935897435897436,0.21666666666666667,0.21794871794871795,0.05897435897435897,-73.99238830476367,40.737823561527804
3 AV / E 77 ST,925,394,259,145,127,531,0.0005148328034736841,0.5740540540540541,0.28,0.15675675675675677,0.1372972972972973,-73.957762,40.773604
BROADWAY / W 157 ST,943,392,226,253,72,551,0.0005122194389890461,0.584305408271474,0.23966065747614,0.2682926829268293,0.07635206786850478,-73.94455190562454,40.83430362458245
10 AV / HARLEM RIVER DR,794,389,140,139,126,405,0.0005082993922620891,0.5100755667506297,0.17632241813602015,0.17506297229219145,0.15869017632241814,-73.9215385,40.8609105
AMSTERDAM AV / W 153 ST,786,387,263,81,55,399,0.0005056860277774511,0.5076335877862596,0.3346055979643766,0.10305343511450382,0.06997455470737914,-73.943461,40.8306665
3 AV / E 34 ST,864,385,281,111,87,479,0.0005030726632928132,0.5543981481481481,0.32523148148148145,0.1284722222222222,0.10069444444444445,-73.97846799999999,40.7457045
2 AV / E 57 ST,739,384,218,77,60,355,0.0005017659810504941,0.4803788903924222,0.29499323410013534,0.10419485791610285,0.08119079837618404,-73.966758,40.7577
AMSTERDAM AV / W 133 ST,1166,376,547,78,165,790,0.0004913125231119422,0.6775300171526587,0.4691252144082333,0.06689536878216124,0.14150943396226415,-73.952539,40.818428
9 AV / W 23 ST,1135,366,549,167,53,769,0.0004782457006887522,0.677533039647577,0.48370044052863437,0.14713656387665197,0.04669603524229075,-74.000889,40.746283
5 AV / W 50 ST,1389,366,679,267,77,1023,0.0004782457006887522,0.7365010799136069,0.4888408927285817,0.19222462203023757,0.05543556515478762,-73.97850764194963,40.756880604478795
E 64 ST / LEXINGTON AV,680,364,159,104,53,316,0.0004756323362041142,0.4647058823529412,0.2338235294117647,0.15294117647058825,0.07794117647058824,-73.9668205,40.764112999999995
E 57 ST / MADISON AV,1030,359,346,248,77,671,0.00046909892499251925,0.6514563106796116,0.3359223300970874,0.2407766990291262,0.07475728155339806,-73.97199750648838,40.76270105008815
2 AV / E 39 ST,672,357,234,37,44,315,0.00046648556050788126,0.46875,0.3482142857142857,0.05505952380952381,0.06547619047619048,-73.976035,40.744629
E 56 ST / LEXINGTON AV,875,355,351,109,60,520,0.00046387219602324326,0.5942857142857143,0.40114285714285713,0.12457142857142857,0.06857142857142857,-73.970168,40.759501
E 24 ST / LEXINGTON AV,631,354,157,78,42,277,0.0004625655137809243,0.43898573692551507,0.24881141045958796,0.12361331220285261,0.06656101426307448,-73.983682,40.740083
4 AV / E 14 ST,928,354,461,74,39,574,0.0004625655137809243,0.6185344827586207,0.49676724137931033,0.07974137931034483,0.04202586206896552,-73.991927,40.7353115
11 AV / W 42 ST,1082,353,476,189,64,729,0.00046125883153860526,0.6737523105360443,0.4399260628465804,0.17467652495378927,0.059149722735674676,-73.998597068918,40.761019066655486
E 15 ST / UNION SQ EAST,743,350,197,162,34,393,0.0004573387848116483,0.5289367429340511,0.2651413189771198,0.2180349932705249,0.04576043068640646,-73.98950668644727,40.73574030247914
AMSTERDAM AV / W 187 ST,549,346,117,46,40,203,0.0004521120558423723,0.3697632058287796,0.21311475409836064,0.08378870673952642,0.07285974499089254,-73.927899,40.852164
E 89 ST / LEXINGTON AV,725,344,218,104,59,381,0.0004494986913577343,0.5255172413793103,0.3006896551724138,0.14344827586206896,0.08137931034482758,-73.955074,40.780131
BROADWAY / CATHEDRAL PKWY,913,342,374,152,45,571,0.00044688532687309635,0.6254107338444688,0.40963855421686746,0.1664841182913472,0.04928806133625411,-73.966004,40.804489
1 AV / E 42 ST,2074,341,1562,87,84,1733,0.00044557864463077733,0.8355834136933462,0.7531340405014465,0.041947926711668276,0.040501446480231434,-73.96903086221124,40.74998472560993
E 92 ST / LEXINGTON AV,757,338,180,147,92,419,0.00044165859790382036,0.5535006605019815,0.23778071334214002,0.19418758256274768,0.1215323645970938,-73.95383,40.781852
6 AV / W 57 ST,651,337,93,166,55,314,0.00044035191566150133,0.4823348694316436,0.14285714285714285,0.25499231950844853,0.08448540706605223,-73.97780160382673,40.764672701887406
E 69 ST / MADISON AV,726,335,177,168,46,391,0.00043773855117686334,0.5385674931129476,0.24380165289256198,0.23140495867768596,0.06336088154269973,-73.96511550518098,40.77210606793024
