stop_canonical,all_records,violations,exemptions,technical_rejections,dmv_rejections,exempt_reject_total,violation_share,exempt_reject_rate,exemption_rate,technical_reject_rate,dmv_reject_rate,longitude,latitude
BROADWAY / W 143 ST,789,335,231,159,64,454,0.00043773855117686334,0.5754119138149556,0.29277566539923955,0.20152091254752852,0.08111533586818757,-73.95066157162901,40.82596289609991
6 AV / W 42 ST,1602,334,1066,119,83,1268,0.00043643186893454436,0.7915106117353309,0.66541822721598,0.07428214731585518,0.05181023720349563,-73.98294492648762,40.754290029561425
EDGECOMBE AV / W 158 ST,622,334,47,199,42,288,0.00043643186893454436,0.4630225080385852,0.07556270096463022,0.319935691318328,0.06752411575562701,-73.93841186209849,40.83385823953948
AMSTERDAM AV / W 188 ST,873,325,329,75,144,548,0.0004246717287536734,0.6277205040091638,0.3768613974799542,0.0859106529209622,0.16494845360824742,-73.92891,40.850916
5 AV / W 33 ST,839,323,227,213,76,516,0.0004220583642690354,0.6150178784266984,0.27056019070321813,0.25387365911799764,0.09058402860548272,-73.98628247472769,40.74622035524951
8 AV / W 23 ST,788,321,290,146,31,467,0.0004194449997843974,0.5926395939086294,0.3680203045685279,0.18527918781725888,0.03934010152284264,-73.997378,40.7448415
5 AV / E 106 ST,619,319,116,141,43,300,0.00041683163529975946,0.48465266558966075,0.18739903069466882,0.22778675282714056,0.06946688206785137,-73.95139155603184,40.794010302099586
FORT WASHINGTON AV / W 185 ST,916,316,208,286,106,600,0.00041291158857280244,0.6550218340611353,0.22707423580786026,0.31222707423580787,0.11572052401746726,-73.93739113438878,40.85345659957389
1 AV / E 43 ST,1988,310,1455,48,175,1678,0.0004050714951188885,0.8440643863179075,0.7318913480885312,0.02414486921529175,0.0880281690140845,-73.968315,40.7508375
BROADWAY / W 163 ST,960,310,354,230,66,650,0.0004050714951188885,0.6770833333333334,0.36875,0.23958333333333334,0.06875,-73.9413807909164,40.83875470402066
FORT WASHINGTON AV / W 162 ST,544,309,102,108,25,235,0.0004037648128765695,0.4319852941176471,0.1875,0.19852941176470587,0.04595588235294118,-73.94419682146827,40.83749538123014
E 14 ST / UNION SQUARE WEST,663,306,221,97,39,357,0.0003998447661496125,0.5384615384615384,0.3333333333333333,0.14630467571644043,0.058823529411764705,-73.992183,40.735436
8 AV / W 34 ST,1057,305,579,82,91,752,0.00039853808390729353,0.7114474929044465,0.5477767265846736,0.07757805108798486,0.08609271523178808,-73.992028,40.751636
1 AV / E 125 ST,1467,301,1036,84,46,1166,0.00039331135493801754,0.7948193592365371,0.7062031356509885,0.05725971370143149,0.03135650988411725,-73.931628,40.80274
E 116 ST / PARK AV,587,301,149,86,51,286,0.00039331135493801754,0.48722316865417375,0.25383304940374785,0.1465076660988075,0.0868824531516184,-73.943654,40.799511
FORT WASHINGTON AV / W 179 ST,739,301,137,221,80,438,0.00039331135493801754,0.5926928281461434,0.18538565629228687,0.29905277401894453,0.10825439783491204,-73.93903882673979,40.849024261259025
12 AV / W 24 ST,442,301,69,49,23,141,0.00039331135493801754,0.3190045248868778,0.15610859728506787,0.11085972850678733,0.05203619909502263,-74.0075735,40.7499505
7 AV / W 57 ST,709,297,163,154,95,412,0.00038808462596874154,0.5811001410437235,0.229901269393512,0.21720733427362482,0.13399153737658676,-73.97956995794863,40.76522996193086
66 FORT GEORGE AV / FORT GEORGE AV,536,294,138,64,40,242,0.00038416457924178457,0.45149253731343286,0.2574626865671642,0.11940298507462686,0.07462686567164178,-73.926883,40.857532500000005
FDR DR / GRAND ST,532,287,168,51,26,245,0.0003750178035455516,0.4605263157894737,0.3157894736842105,0.09586466165413533,0.04887218045112782,-73.980783,40.713062
12 AV / W 42 ST,706,285,250,137,34,421,0.0003724044390609136,0.5963172804532578,0.35410764872521244,0.19405099150141644,0.04815864022662889,-74.00047558515718,40.761668198365854
E 40 ST / LEXINGTON AV,611,283,144,120,64,328,0.0003697910745762756,0.5368248772504092,0.23567921440261866,0.19639934533551553,0.10474631751227496,-73.97682,40.750048
CENTRAL PARK WEST / W 97 ST,489,280,130,56,23,209,0.00036587102784931864,0.4274028629856851,0.2658486707566462,0.11451942740286299,0.04703476482617587,-73.965585,40.792157
FORT WASHINGTON AV / W 160 ST,560,279,78,167,36,281,0.0003645643456069996,0.5017857142857143,0.1392857142857143,0.2982142857142857,0.06428571428571428,-73.94480177077045,40.834431092736025
EAST BROADWAY / GRAND ST,425,274,99,36,16,151,0.00035803093439540465,0.3552941176470588,0.23294117647058823,0.08470588235294117,0.03764705882352941,-73.982105,40.714582
MANHATTAN AV / W 116 ST,537,272,152,67,46,265,0.00035541756991076665,0.4934823091247672,0.28305400372439476,0.12476722532588454,0.0856610800744879,-73.956148,40.804665
GRAND ST / JACKSON ST,640,269,243,63,65,371,0.0003514975231838097,0.5796875,0.3796875,0.0984375,0.1015625,-73.980194,40.714062
5 AV / E 90 ST,480,268,72,123,17,212,0.0003501908409414907,0.44166666666666665,0.15,0.25625,0.035416666666666666,-73.95896733599807,40.7836245350175
3 AV / E 57 ST,720,263,235,160,62,457,0.0003436574297298957,0.6347222222222222,0.3263888888888889,0.2222222222222222,0.08611111111111111,-73.9663685,40.7616575
EDGECOMBE AV / W 160 ST,471,257,38,147,29,214,0.00033581733627598175,0.4543524416135881,0.08067940552016985,0.31210191082802546,0.06157112526539278,-73.93819174768902,40.83404375441937
AMSTERDAM AV / W 106 ST,743,255,381,64,43,488,0.00033320397179134375,0.6567967698519516,0.5127860026917901,0.08613728129205922,0.05787348586810229,-73.964136,40.799777
E 53 ST / LEXINGTON AV,536,254,159,90,33,282,0.0003318972895490248,0.5261194029850746,0.2966417910447761,0.16791044776119404,0.061567164179104475,-73.971263,40.7580665
AMSTERDAM AV / CATHEDRAL PKWY,522,248,48,198,28,274,0.0003240571960951108,0.524904214559387,0.09195402298850575,0.3793103448275862,0.05363984674329502,-73.9635979705589,40.80280283618688
FORT WASHINGTON AV / W 170 ST,607,247,145,129,86,360,0.0003227505138527918,0.5930807248764415,0.23887973640856672,0.21252059308072488,0.1416803953871499,-73.94237022040562,40.84204078326808
FORT WASHINGTON AV / W 172 ST,455,246,79,74,56,209,0.0003214438316104728,0.4593406593406593,0.17362637362637362,0.16263736263736264,0.12307692307692308,-73.94177482866068,40.84334349493414
BROADWAY / W 133 ST,664,240,205,161,58,424,0.00031360373815655885,0.6385542168674698,0.30873493975903615,0.24246987951807228,0.08734939759036145,-73.95514164915997,40.81980609012078
COOPER SQ / E 7 ST,568,240,206,96,26,328,0.00031360373815655885,0.5774647887323944,0.3626760563380282,0.16901408450704225,0.045774647887323945,-73.9844175,40.7370315
E 60 ST / MADISON AV,580,239,102,189,50,341,0.0003122970559142398,0.5879310344827586,0.17586206896551723,0.3258620689655172,0.08620689655172414,-73.97058664618108,40.76461943918535
E 83 ST / LEXINGTON AV,460,236,105,81,38,224,0.00030837700918728286,0.48695652173913045,0.22826086956521738,0.17608695652173914,0.08260869565217391,-73.957704,40.776236499999996
FORT WASHINGTON AV / W 183 ST,607,234,154,121,98,373,0.00030576364470264486,0.6144975288303131,0.25370675453047775,0.19934102141680396,0.1614497528830313,-73.93768587628828,40.85237124535265
BROADWAY / W 137 ST,791,233,306,201,51,558,0.00030445696246032583,0.7054361567635904,0.3868520859671302,0.25410872313527183,0.06447534766118837,-73.95338164621643,40.82222176575629
FORT WASHINGTON AV / W 177 ST,512,233,81,135,63,279,0.00030445696246032583,0.544921875,0.158203125,0.263671875,0.123046875,-73.93966134285662,40.84760846233745
E 74 ST / MADISON AV,543,233,94,162,54,310,0.00030445696246032583,0.570902394106814,0.1731123388581952,0.2983425414364641,0.09944751381215469,-73.96293936015988,40.77509846468363
EDGECOMBE AV / W 164 ST,428,232,68,103,25,196,0.00030315028021800686,0.45794392523364486,0.1588785046728972,0.24065420560747663,0.05841121495327103,-73.93764413601963,40.83525516033202
E 91 ST / MADISON AV,452,231,77,123,21,221,0.0003018435979756879,0.4889380530973451,0.17035398230088494,0.2721238938053097,0.046460176991150445,-73.95541763081951,40.785399857518755
E 62 ST / LEXINGTON AV,449,229,138,51,31,220,0.0002992302334910499,0.48997772828507796,0.30734966592427615,0.11358574610244988,0.06904231625835189,-73.966946,40.763916
5 AV / E 109 ST,404,229,34,115,26,175,0.0002992302334910499,0.43316831683168316,0.08415841584158416,0.28465346534653463,0.06435643564356436,-73.95008561792272,40.795806758951684
CENTRAL PARK NORTH / CENTRAL PARK WEST,366,227,35,93,11,139,0.0002966168690064119,0.3797814207650273,0.09562841530054644,0.2540983606557377,0.030054644808743168,-73.95752236640463,40.80032900977923
BROADWAY / W 218 ST,361,225,80,32,24,136,0.0002940035045217739,0.3767313019390582,0.22160664819944598,0.0886426592797784,0.0664819944598338,-73.913632,40.871487
ADAM C POWELL BLVD / W 145 ST,572,224,129,148,71,348,0.0002926968222794549,0.6083916083916084,0.22552447552447552,0.25874125874125875,0.12412587412587413,-73.94054683131648,40.81996243215386
AV OF THE AMERICAS / W 42 ST,768,222,382,100,64,546,0.00029008345779481693,0.7109375,0.4973958333333333,0.13020833333333334,0.08333333333333333,-73.98567487090602,40.75556641547904
BROADWAY / W 122 ST,669,220,209,165,75,449,0.00028747009331017893,0.6711509715994021,0.312406576980568,0.24663677130044842,0.11210762331838565,-73.96045997340215,40.81280183090241
AMSTERDAM AV / W 96 ST,490,219,125,92,54,271,0.0002861634110678599,0.5530612244897959,0.25510204081632654,0.18775510204081633,0.11020408163265306,-73.9698755,40.7938915
5 AV / W 38 ST,476,219,141,78,38,257,0.0002861634110678599,0.5399159663865546,0.296218487394958,0.1638655462184874,0.07983193277310924,-73.98340739495919,40.75015630245419
BROADWAY / DONGAN PL,482,218,150,66,48,264,0.00028485672882554093,0.5477178423236515,0.3112033195020747,0.13692946058091288,0.0995850622406639,-73.9300505,40.862676
E 50 ST / MADISON AV,915,216,527,111,61,699,0.00028224336434090293,0.7639344262295082,0.5759562841530055,0.12131147540983607,0.06666666666666667,-73.97426565771204,40.75958485413688
FORT WASHINGTON AV / W 171 ST,774,215,242,91,226,559,0.00028093668209858396,0.7222222222222222,0.31266149870801035,0.11757105943152454,0.29198966408268734,-73.94043250508574,40.84545480995743
5 AV / W 116 ST,421,210,105,63,43,211,0.000274403270886989,0.501187648456057,0.2494061757719715,0.1496437054631829,0.1021377672209026,-73.945975,40.800379
E 43 ST / MADISON AV,937,208,448,202,79,729,0.000271789906402351,0.7780149413020278,0.4781216648879402,0.21558164354322304,0.08431163287086446,-73.97675411023211,40.75616785820056
5 AV / E 108 ST,344,208,23,87,26,136,0.000271789906402351,0.3953488372093023,0.06686046511627906,0.25290697674418605,0.0755813953488372,-73.95043093623221,40.795327872528574
BROADWAY / ISHAM ST,319,203,58,43,15,116,0.00026525649519075603,0.36363636363636365,0.18181818181818182,0.13479623824451412,0.047021943573667714,-73.916343,40.868033
EDGECOMBE AV / W 162 ST,444,203,127,93,21,241,0.00026525649519075603,0.5427927927927928,0.28603603603603606,0.20945945945945946,0.0472972972972973,-73.93756629002215,40.835183241152166
AMSTERDAM AV / W 179 ST,377,202,88,33,54,175,0.000263949812948437,0.46419098143236076,0.23342175066312998,0.08753315649867374,0.14323607427055704,-73.931718,40.846918
3 AV / E 96 ST,527,201,223,82,21,326,0.00026264313070611803,0.618595825426945,0.42314990512333966,0.1555977229601518,0.03984819734345351,-73.948686,40.784902
5 AV / W 56 ST,746,199,337,159,51,547,0.00026002976622148004,0.7332439678284183,0.4517426273458445,0.2131367292225201,0.06836461126005362,-73.9755597323076,40.760917138126864
86 ST TRANSVERSE / CENTRAL PARK,423,199,159,38,27,224,0.00026002976622148004,0.5295508274231678,0.375886524822695,0.08983451536643026,0.06382978723404255,-73.969674,40.785472
E 77 ST / MADISON AV,384,198,60,97,29,186,0.000258723083979161,0.484375,0.15625,0.2526041666666667,0.07552083333333333,-73.96279536849433,40.77529759868422
3 AV / ASTOR PL,358,198,112,30,18,160,0.000258723083979161,0.44692737430167595,0.3128491620111732,0.08379888268156424,0.05027932960893855,-73.9843435,40.7371475
ADAM C POWELL BLVD / W 148 ST,440,197,96,105,42,243,0.00025741640173684204,0.5522727272727272,0.21818181818181817,0.23863636363636365,0.09545454545454546,-73.95204735832166,40.80121433981767
E 86 ST / YORK AV,590,195,342,26,27,395,0.00025480303725220404,0.6694915254237288,0.5796610169491525,0.04406779661016949,0.04576271186440678,-73.94659899999999,40.7766825
BROADWAY / W 204 ST,313,195,13,69,36,118,0.00025480303725220404,0.3769968051118211,0.04153354632587859,0.22044728434504793,0.11501597444089456,-73.927843,40.865265
E 63 ST / MADISON AV,419,191,88,111,29,228,0.00024957630828292805,0.5441527446300716,0.2100238663484487,0.2649164677804296,0.06921241050119331,-73.9692958492832,40.766372140831606
12 AV / W 23 ST,294,189,49,32,24,105,0.0002469629437982901,0.35714285714285715,0.16666666666666666,0.10884353741496598,0.08163265306122448,-74.007836,40.750058499999994
BROADWAY / W 139 ST,493,187,109,137,60,306,0.0002443495793136521,0.6206896551724138,0.2210953346855984,0.2778904665314402,0.12170385395537525,-73.95280068042507,40.82303018924734
ADAM C POWELL BLVD / W 135 ST,365,187,64,84,30,178,0.0002443495793136521,0.4876712328767123,0.17534246575342466,0.23013698630136986,0.0821917808219178,-73.94401399083554,40.815513500032246
BROADWAY / W 138 ST,673,183,274,157,59,490,0.0002391228503443761,0.7280832095096582,0.40713224368499257,0.23328380386329867,0.08766716196136701,-73.95493982504541,40.82050431737269
COLUMBUS AV / W 96 ST,360,182,83,73,22,178,0.0002378161681020571,0.49444444444444446,0.23055555555555557,0.20277777777777778,0.06111111111111111,-73.9678945,40.793206
5 AV / E 94 ST,356,182,21,129,24,174,0.0002378161681020571,0.4887640449438202,0.05898876404494382,0.36235955056179775,0.06741573033707865,-73.9569476674088,40.78639767495124
CABRINI BLVD / FORT WASHINGTON AV,917,181,539,150,47,736,0.0002365094858597381,0.8026172300981461,0.5877862595419847,0.16357688113413305,0.05125408942202835,-73.93441832124465,40.85882882750607
FORT WASHINGTON AV / W 181 ST,483,180,128,144,31,303,0.0002352028036174191,0.6273291925465838,0.2650103519668737,0.2981366459627329,0.06418219461697723,-73.93818155310687,40.85104471965804
5 AV / E 81 ST,607,178,252,68,109,429,0.00023258943913278114,0.7067545304777595,0.41515650741350907,0.11202635914332784,0.17957166392092258,-73.96289033930223,40.77824671498655
EDGECOMBE AV / W 155 ST,387,176,57,116,38,211,0.00022997607464814314,0.5452196382428941,0.14728682170542637,0.2997416020671835,0.09819121447028424,-73.94031080483076,40.8308192509636
5 AV / E 60 ST,906,176,556,131,43,730,0.00022997607464814314,0.8057395143487859,0.6136865342163356,0.1445916114790287,0.04746136865342163,-73.97416964234571,40.76281076701555
5 AV / E 72 ST,390,176,156,32,26,214,0.00022997607464814314,0.5487179487179488,0.4,0.08205128205128205,0.06666666666666667,-73.96840985999154,40.77068609934942
E 96 ST / MADISON AV,471,175,200,74,22,296,0.00022866939240582415,0.6284501061571125,0.42462845010615713,0.15711252653927812,0.04670912951167728,-73.953363,40.787422
E 106 ST / MADISON AV,488,175,125,101,87,313,0.00022866939240582415,0.6413934426229508,0.25614754098360654,0.2069672131147541,0.17827868852459017,-73.94886784129937,40.794389083190936
5 AV / W 57 ST,372,173,43,110,46,199,0.00022605602792118615,0.5349462365591398,0.11559139784946236,0.2956989247311828,0.12365591397849462,-73.97485703719842,40.763422468467624
HUDSON ST / W 13 ST,547,173,296,47,31,374,0.00022605602792118615,0.6837294332723949,0.5411334552102377,0.08592321755027423,0.056672760511883,-74.005271,40.740363
DYCKMAN ST / NAGLE AV,348,173,85,61,29,175,0.00022605602792118615,0.5028735632183908,0.2442528735632184,0.1752873563218391,0.08333333333333333,-73.925122,40.862106999999995
DYCKMAN ST / FORT GEORGE HILL,301,169,50,61,21,132,0.00022082929895191018,0.43853820598006643,0.16611295681063123,0.2026578073089701,0.06976744186046512,-73.92429,40.860871
SAINT NICHOLAS AV / W 166 ST,372,169,90,82,31,203,0.00022082929895191018,0.5456989247311828,0.24193548387096775,0.22043010752688172,0.08333333333333333,-73.94048973741954,40.83969516616447
E 66 ST / MADISON AV,377,168,85,96,28,209,0.00021952261670959118,0.5543766578249337,0.22546419098143236,0.2546419098143236,0.07427055702917772,-73.95331750015356,40.79008868173682
FORT WASHINGTON AV / W 175 ST,340,168,65,80,27,172,0.00021952261670959118,0.5058823529411764,0.19117647058823528,0.23529411764705882,0.07941176470588235,-73.93984589911348,40.84696821938839
COLUMBUS AV / W 106 ST,420,168,180,43,29,252,0.00021952261670959118,0.6,0.42857142857142855,0.10238095238095238,0.06904761904761905,-73.9637015,40.799656
BROADWAY / W 219 ST,408,167,179,26,36,241,0.00021821593446727218,0.5906862745098039,0.4387254901960784,0.06372549019607843,0.08823529411764706,-73.9121515,40.871214
CATHEDRAL PKWY / FREDERICK DOUGLASS BLVD,321,167,25,109,20,154,0.00021821593446727218,0.4797507788161994,0.0778816199376947,0.3395638629283489,0.06230529595015576,-73.95897123756882,40.800988156010426
CATHEDRAL PKWY / MANHATTAN AV,402,165,89,126,22,237,0.00021560256998263418,0.5895522388059702,0.22139303482587064,0.31343283582089554,0.05472636815920398,-73.9594305349866,40.80094983127255
1 AV / PALADINO AV,298,165,49,55,29,133,0.00021560256998263418,0.4463087248322148,0.1644295302013423,0.18456375838926176,0.09731543624161074,-73.930568,40.7990125
E 92 ST / YORK AV,332,165,137,16,14,167,0.00021560256998263418,0.5030120481927711,0.4126506024096386,0.04819277108433735,0.04216867469879518,-73.9448785,40.7790995
5 AV / W 36 ST,479,164,207,72,36,315,0.00021429588774031519,0.6576200417536534,0.4321503131524008,0.15031315240083507,0.07515657620041753,-73.98399850568345,40.74934262233472
E 83 ST / MADISON AV,330,162,73,75,20,168,0.00021168252325567721,0.509090909090909,0.22121212121212122,0.22727272727272727,0.06060606060606061,-73.95979862694351,40.77940453557672
E 35 ST / MADISON AV,488,159,180,82,67,329,0.00020776247652872022,0.6741803278688525,0.36885245901639346,0.1680327868852459,0.13729508196721313,-73.9805044896745,40.751029127867056
BROADWAY / W 141 ST,407,159,95,99,54,248,0.00020776247652872022,0.6093366093366094,0.2334152334152334,0.24324324324324326,0.13267813267813267,-73.951403005165,40.82493012708255
BROADWAY / W 113 ST,426,158,188,61,19,268,0.00020645579428640122,0.6291079812206573,0.4413145539906103,0.1431924882629108,0.04460093896713615,-73.96446093495118,40.80703478321303
BROADWAY / W 96 ST,352,157,43,119,33,195,0.00020514911204408222,0.5539772727272727,0.12215909090909091,0.3380681818181818,0.09375,-73.971228,40.7944385
ADAM C POWELL BLVD / W 137 ST,250,157,28,49,16,93,0.00020514911204408222,0.372,0.112,0.196,0.064,-73.94242231306183,40.81682436251566
E 37 ST / LEXINGTON AV,366,157,133,49,27,209,0.00020514911204408222,0.5710382513661202,0.3633879781420765,0.13387978142076504,0.07377049180327869,-73.96181250000001,40.764750500000005
E 28 ST / MADISON AV,465,157,219,64,25,308,0.00020514911204408222,0.6623655913978495,0.47096774193548385,0.13763440860215054,0.053763440860215055,-73.9850221365126,40.74483048560664
3 AV / E 53 ST,422,152,186,50,34,270,0.00019861570083248725,0.6398104265402843,0.44075829383886256,0.11848341232227488,0.08056872037914692,-73.956141,40.7762065
JACKSON ST / MADISON ST,234,151,42,27,14,83,0.00019730901859016825,0.3547008547008547,0.1794871794871795,0.11538461538461539,0.05982905982905983,-73.981115,40.714348
W 72 ST / WEST END AV,597,150,181,226,40,447,0.00019600233634784926,0.7487437185929648,0.30318257956448913,0.3785594639865997,0.06700167504187604,-73.98384916933965,40.779092189605656
E 46 ST / LEXINGTON AV,232,147,36,31,18,85,0.00019208228962089229,0.36637931034482757,0.15517241379310345,0.1336206896551724,0.07758620689655173,-73.975281,40.7524955
4 AV / E 10 ST,488,146,270,54,18,342,0.0001907756073785733,0.7008196721311475,0.5532786885245902,0.11065573770491803,0.036885245901639344,-73.98978212885862,40.734830871216005
E 25 ST / PARK AV SOUTH,295,146,30,110,9,149,0.0001907756073785733,0.5050847457627119,0.1016949152542373,0.3728813559322034,0.030508474576271188,-73.98571924319727,40.741631879008
ADAM C POWELL BLVD / W 151 ST,468,145,138,129,56,323,0.0001894689251362543,0.6901709401709402,0.2948717948717949,0.27564102564102566,0.11965811965811966,-73.93794132218349,40.82349476522329
FORT WASHINGTON AV / W 173 ST,454,144,104,84,122,310,0.0001881622428939353,0.6828193832599119,0.2290748898678414,0.18502202643171806,0.2687224669603524,-73.94028084761517,40.84579427030053
W 181 ST / WADSWORTH AV,263,140,70,28,25,123,0.00018293551392465932,0.467680608365019,0.2661596958174905,0.10646387832699619,0.09505703422053231,-73.93652,40.849455
E 93 ST / MADISON AV,255,138,36,77,4,117,0.00018032214944002132,0.4588235294117647,0.1411764705882353,0.30196078431372547,0.01568627450980392,-73.9553322824919,40.7855218071303
5 AV / W 49 ST,477,137,204,109,27,340,0.00017901546719770233,0.7127882599580713,0.4276729559748428,0.22851153039832284,0.05660377358490566,-73.97828761342964,40.75717801493892
E 89 ST / MADISON AV,390,135,104,113,38,255,0.00017640210271306433,0.6538461538461539,0.26666666666666666,0.28974358974358977,0.09743589743589744,-73.95706767446984,40.783255636058804
HUDSON ST / W 12 ST,233,135,62,27,9,98,0.00017640210271306433,0.4206008583690987,0.26609442060085836,0.11587982832618025,0.03862660944206009,-74.005157,40.737262
AV C / E 23 ST,337,133,151,22,31,204,0.00017378873822842636,0.6053412462908012,0.44807121661721067,0.06528189910979229,0.09198813056379822,-73.974669,40.736208
MANHATTAN AV / W 113 ST,245,133,45,47,20,112,0.00017378873822842636,0.45714285714285713,0.1836734693877551,0.19183673469387755,0.08163265306122448,-73.957198,40.804503
ADAM C POWELL BLVD / W 121 ST,241,132,20,60,29,109,0.00017248205598610736,0.45228215767634855,0.08298755186721991,0.24896265560165975,0.12033195020746888,-73.94927936617655,40.80743536323084
ADAM C POWELL BLVD / W 141 ST,222,130,37,49,6,92,0.00016986869150146936,0.4144144144144144,0.16666666666666666,0.22072072072072071,0.02702702702702703,-73.93980848130488,40.820393576847806
10 AV / DYCKMAN ST,360,129,112,74,45,231,0.00016856200925915036,0.6416666666666667,0.3111111111111111,0.20555555555555555,0.125,-73.924286,40.8608905
E 116 ST / PLEASANT AV,200,126,41,17,16,74,0.0001646419625321934,0.37,0.205,0.085,0.08,-73.934458,40.7955985
5 AV / W 59 ST,615,125,335,122,33,490,0.0001633352802898744,0.7967479674796748,0.5447154471544715,0.1983739837398374,0.05365853658536585,-73.97422912433628,40.76274863593565
BROADWAY / W 150 ST,323,125,83,90,25,198,0.0001633352802898744,0.6130030959752322,0.25696594427244585,0.2786377708978328,0.07739938080495357,-73.94971073015377,40.82770019357507
BROADWAY / W 142 ST,400,124,98,124,54,276,0.0001620285980475554,0.69,0.245,0.31,0.135,-73.95270358543226,40.82355237485861
BROADWAY / W 112 ST,351,123,167,30,31,228,0.0001607219158052364,0.6495726495726496,0.4757834757834758,0.08547008547008547,0.08831908831908832,-73.966097,40.80512
ADAM C POWELL BLVD / W 113 ST,217,123,34,44,16,94,0.0001607219158052364,0.43317972350230416,0.15668202764976957,0.20276497695852536,0.07373271889400922,-73.95363957636535,40.801444272185414
BROADWAY / W 149 ST,309,122,78,87,22,187,0.0001594152335629174,0.6051779935275081,0.2524271844660194,0.2815533980582524,0.07119741100323625,-73.94812912030987,40.829417214965446
FORT WASHINGTON AV / W 174 ST,292,122,75,71,24,170,0.0001594152335629174,0.5821917808219178,0.2568493150684932,0.24315068493150685,0.0821917808219178,-73.94067475402953,40.84506630636566
5 AV / E 32 ST,485,113,267,93,12,372,0.00014765509338204643,0.7670103092783506,0.5505154639175258,0.19175257731958764,0.024742268041237112,-73.98490300581109,40.746897851670745
31 ST / HOYT AV,329,112,160,21,36,217,0.00014634841113972746,0.6595744680851063,0.48632218844984804,0.06382978723404255,0.1094224924012158,-73.933905,40.802923
W 86 ST / WEST END AV,323,112,155,14,42,211,0.00014634841113972746,0.653250773993808,0.47987616099071206,0.043343653250773995,0.13003095975232198,-73.977765,40.786691
5 AV / E 92 ST,218,110,27,58,23,108,0.00014373504665508947,0.4954128440366973,0.12385321100917432,0.26605504587155965,0.10550458715596331,-73.95784949331285,40.78515966696796
5 AV / W 39 ST,241,110,67,50,14,131,0.00014373504665508947,0.5435684647302904,0.27800829875518673,0.2074688796680498,0.058091286307053944,-73.98338346939052,40.75018430936362
5 AV / E 66 ST,697,110,277,68,242,587,0.00014373504665508947,0.8421807747489239,0.39741750358680056,0.0975609756097561,0.3472022955523673,-73.97068239535318,40.76757074754288
5 AV / E 8 ST,227,109,77,30,11,118,0.00014242836441277047,0.5198237885462555,0.3392070484581498,0.13215859030837004,0.048458149779735685,-73.99461664612247,40.731759340195104
MANHATTAN AV / W 106 ST,250,109,102,20,19,141,0.00014242836441277047,0.564,0.408,0.08,0.076,-73.961689,40.7990365
5 AV / E 87 ST,283,107,68,91,17,176,0.00013981499992813247,0.6219081272084805,0.24028268551236748,0.3215547703180212,0.06007067137809187,-73.96108741154018,40.780718289246465
BROADWAY / W 152 ST,283,106,57,92,28,177,0.00013850831768581347,0.6254416961130742,0.20141342756183744,0.3250883392226148,0.0989399293286219,-73.94770199586675,40.83040237195854
W 96 ST / WEST END AV,290,105,77,76,32,185,0.0001372016354434945,0.6379310344827587,0.2655172413793103,0.2620689655172414,0.1103448275862069,-73.966928,40.795567500000004
EAST HOUSTON ST / FORSYTH ST,211,104,80,19,8,107,0.0001358949532011755,0.5071090047393365,0.3791469194312796,0.09004739336492891,0.037914691943127965,-73.989932,40.723448
ADAM C POWELL BLVD / W 139 ST,183,104,24,39,16,79,0.0001358949532011755,0.43169398907103823,0.13114754098360656,0.21311475409836064,0.08743169398907104,-73.9410816300288,40.81872784883571
COLUMBIA ST / GRAND ST,306,103,149,22,32,203,0.0001345882709588565,0.6633986928104575,0.4869281045751634,0.0718954248366013,0.10457516339869281,-73.983654,40.715051
W 87 ST / WEST END AV,252,101,123,22,6,151,0.0001319749064742185,0.5992063492063492,0.4880952380952381,0.0873015873015873,0.023809523809523808,-73.9777095,40.7887595
5 AV / E 57 ST,224,101,47,51,25,123,0.0001319749064742185,0.5491071428571429,0.20982142857142858,0.22767857142857142,0.11160714285714286,-73.9733574348657,40.76263438706905
8 AV / W 57 ST,223,101,58,45,19,122,0.0001319749064742185,0.547085201793722,0.2600896860986547,0.20179372197309417,0.08520179372197309,-73.98087643480038,40.76580909629968
E 26 ST / LEXINGTON AV,184,100,58,18,8,84,0.0001306682242318995,0.45652173913043476,0.31521739130434784,0.09782608695652174,0.043478260869565216,-73.9839115,40.7401505
ADAM C POWELL BLVD / W 112 ST,215,100,17,65,33,115,0.0001306682242318995,0.5348837209302325,0.07906976744186046,0.3023255813953488,0.15348837209302327,-73.9548579027473,40.799240696568056
BROADWAY / W 140 ST,336,100,114,107,15,236,0.0001306682242318995,0.7023809523809523,0.3392857142857143,0.31845238095238093,0.044642857142857144,-73.95362277909612,40.82228193660366
E 57 ST / LEXINGTON AV,210,100,33,57,20,110,0.0001306682242318995,0.5238095238095238,0.15714285714285714,0.2714285714285714,0.09523809523809523,-73.96994684562672,40.76135201619358
BROADWAY / W 207 ST,182,99,16,53,14,83,0.0001293615419895805,0.45604395604395603,0.08791208791208792,0.29120879120879123,0.07692307692307693,-73.91690650000001,40.867174500000004
ADAM C POWELL BLVD / W 142 ST,231,99,47,53,32,132,0.0001293615419895805,0.5714285714285714,0.20346320346320346,0.22943722943722944,0.13852813852813853,-73.9415893947206,40.81845220911287
11 AV / W 34 ST,409,98,266,29,16,311,0.00012805485974726153,0.7603911980440098,0.6503667481662592,0.07090464547677261,0.039119804400977995,-74.002207,40.75544
